"model","model_year","product_type","sales_transaction_date","total_daily_sales","cumulative_sales","model_and_year"
"Lemon","2013","scooter","2016-01-31 00:21:47","449.99100000000004","777134.4569999935","Lemon 2013"
"Lemon","2013","scooter","2016-01-31 22:32:50","449.99100000000004","777584.4479999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-01 13:27:03","499.99","778084.4379999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-01 21:45:55","499.99","778584.4279999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-01 21:50:31","399.992","778984.4199999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-02 18:06:27","499.99","779484.4099999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-03 09:20:41","449.99100000000004","779934.4009999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-03 17:43:30","449.99100000000004","780384.3919999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-03 22:08:35","499.99","780884.3819999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-04 23:53:10","499.99","781384.3719999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-05 00:33:14","499.99","781884.3619999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-05 06:14:20","499.99","782384.3519999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-05 06:48:15","499.99","782884.3419999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-05 17:07:56","499.99","783384.3319999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-05 21:32:58","499.99","783884.3219999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-06 05:05:07","499.99","784384.3119999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-06 07:54:43","499.99","784884.3019999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-06 11:13:44","499.99","785384.2919999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-07 03:30:41","499.99","785884.2819999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-07 09:06:14","449.99100000000004","786334.2729999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-07 16:16:50","499.99","786834.2629999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-08 06:01:11","499.99","787334.2529999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-08 11:00:13","499.99","787834.2429999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-08 11:03:21","399.992","788234.2349999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-08 12:19:46","499.99","788734.2249999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-08 19:50:30","499.99","789234.2149999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-09 09:41:55","399.992","789634.2069999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-09 11:04:35","449.99100000000004","790084.1979999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-09 15:15:29","449.99100000000004","790534.1889999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-09 15:20:32","449.99100000000004","790984.1799999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-09 21:37:42","499.99","791484.1699999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 01:14:39","499.99","791984.1599999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 03:56:01","399.992","792384.1519999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 08:01:31","499.99","792884.1419999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 12:18:46","449.99100000000004","793334.1329999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 16:08:43","499.99","793834.1229999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 16:32:16","499.99","794334.1129999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 16:46:25","499.99","794834.1029999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 19:49:06","499.99","795334.0929999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-10 20:12:41","449.99100000000004","795784.0839999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-11 08:03:34","449.99100000000004","796234.0749999936","Lemon 2013"
"Lemon","2013","scooter","2016-02-11 15:35:18","499.99","796734.0649999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-11 19:21:13","499.99","797234.0549999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-11 20:58:42","399.992","797634.0469999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-11 23:26:02","499.99","798134.0369999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-12 03:42:17","399.992","798534.0289999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-12 19:40:57","499.99","799034.0189999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-13 06:51:09","499.99","799534.0089999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-13 10:11:49","499.99","800033.9989999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-14 07:43:03","499.99","800533.9889999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-14 10:12:30","399.992","800933.9809999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-14 15:34:39","499.99","801433.9709999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-14 22:26:29","499.99","801933.9609999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-15 00:39:30","499.99","802433.9509999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-15 01:08:42","449.99100000000004","802883.9419999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-15 08:46:17","499.99","803383.9319999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-16 23:13:42","499.99","803883.9219999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-17 02:36:08","499.99","804383.9119999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-17 06:21:04","499.99","804883.9019999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-18 08:33:53","499.99","805383.8919999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-18 14:16:46","499.99","805883.8819999933","Lemon 2013"
"Lemon","2013","scooter","2016-02-19 04:51:27","499.99","806383.8719999933","Lemon 2013"
"Lemon","2013","scooter","2016-02-19 17:11:34","449.99100000000004","806833.8629999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-19 19:38:29","449.99100000000004","807283.8539999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-21 13:59:42","449.99100000000004","807733.8449999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-22 16:03:59","499.99","808233.8349999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-22 18:40:12","499.99","808733.8249999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-23 08:53:21","499.99","809233.8149999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-23 16:43:49","499.99","809733.8049999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-23 20:04:11","449.99100000000004","810183.7959999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-24 04:54:39","399.992","810583.7879999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-24 14:50:51","499.99","811083.7779999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-24 18:04:04","449.99100000000004","811533.7689999935","Lemon 2013"
"Lemon","2013","scooter","2016-02-25 04:13:41","499.99","812033.7589999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-25 11:54:55","399.992","812433.7509999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-25 22:26:54","399.992","812833.7429999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-26 01:20:00","499.99","813333.7329999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-26 01:56:25","499.99","813833.7229999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-26 22:03:26","449.99100000000004","814283.7139999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 00:59:14","499.99","814783.7039999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 04:43:36","449.99100000000004","815233.6949999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 13:18:05","499.99","815733.6849999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 17:30:35","499.99","816233.6749999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 18:33:02","499.99","816733.6649999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 18:47:30","499.99","817233.6549999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-27 21:37:14","499.99","817733.6449999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-28 01:33:21","449.99100000000004","818183.6359999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-28 04:49:44","499.99","818683.6259999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-28 20:42:05","499.99","819183.6159999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-28 21:13:40","499.99","819683.6059999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-29 10:45:09","499.99","820183.5959999934","Lemon 2013"
"Lemon","2013","scooter","2016-02-29 13:01:10","499.99","820683.5859999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-01 12:38:12","499.99","821183.5759999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-01 15:19:04","499.99","821683.5659999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-01 17:50:51","499.99","822183.5559999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-02 00:10:49","499.99","822683.5459999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-02 10:55:13","499.99","823183.5359999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-02 16:43:19","499.99","823683.5259999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-03 10:36:59","499.99","824183.5159999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-03 12:04:01","499.99","824683.5059999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-03 15:24:38","499.99","825183.4959999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-03 15:44:50","449.99100000000004","825633.4869999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-03 16:35:20","449.99100000000004","826083.4779999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-04 03:31:19","449.99100000000004","826533.4689999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-04 20:26:23","449.99100000000004","826983.4599999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-05 17:14:25","449.99100000000004","827433.4509999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-06 03:03:45","499.99","827933.4409999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-06 13:49:18","499.99","828433.4309999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-06 14:46:28","449.99100000000004","828883.4219999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-07 09:08:07","499.99","829383.4119999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-07 22:37:46","499.99","829883.4019999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-08 07:27:03","499.99","830383.3919999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-09 00:17:38","399.992","830783.3839999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-09 06:58:17","499.99","831283.3739999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-09 18:02:37","499.99","831783.3639999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-09 18:42:04","499.99","832283.3539999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 01:29:03","499.99","832783.3439999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 02:06:49","449.99100000000004","833233.3349999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 02:53:49","399.992","833633.3269999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 03:10:33","449.99100000000004","834083.3179999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 12:02:40","499.99","834583.3079999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 13:50:19","499.99","835083.2979999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-10 22:53:27","499.99","835583.2879999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-11 00:34:09","499.99","836083.2779999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-11 12:15:52","499.99","836583.2679999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-11 12:16:30","449.99100000000004","837033.2589999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-11 12:47:16","499.99","837533.2489999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-11 22:40:46","449.99100000000004","837983.2399999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-12 02:31:03","499.99","838483.2299999935","Lemon 2013"
"Lemon","2013","scooter","2016-03-12 04:20:11","399.992","838883.2219999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-12 05:16:34","499.99","839383.2119999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-12 12:13:14","499.99","839883.2019999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-12 22:06:34","499.99","840383.1919999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-12 23:43:47","499.99","840883.1819999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-13 02:16:47","499.99","841383.1719999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-13 04:22:16","449.99100000000004","841833.1629999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-13 10:33:06","399.992","842233.1549999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-13 11:04:37","399.992","842633.1469999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-13 18:21:47","499.99","843133.1369999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-13 20:15:27","499.99","843633.1269999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-14 06:33:15","449.99100000000004","844083.1179999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-14 13:55:08","399.992","844483.1099999934","Lemon 2013"
"Lemon","2013","scooter","2016-03-14 20:52:22","499.99","844983.0999999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-14 22:48:23","399.992","845383.0919999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-15 04:13:53","499.99","845883.0819999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-15 07:14:23","399.992","846283.0739999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-15 14:53:16","499.99","846783.0639999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-15 15:23:13","499.99","847283.0539999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-15 18:12:48","499.99","847783.0439999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 01:47:04","399.992","848183.0359999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 02:57:56","499.99","848683.0259999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 03:54:53","499.99","849183.0159999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 04:24:29","449.99100000000004","849633.0069999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 05:14:31","499.99","850132.9969999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 12:30:03","499.99","850632.9869999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 14:52:01","499.99","851132.9769999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-16 23:03:29","499.99","851632.9669999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-17 03:57:40","449.99100000000004","852082.9579999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-17 06:16:18","449.99100000000004","852532.9489999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-17 18:59:18","499.99","853032.9389999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-17 20:04:48","499.99","853532.9289999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-18 05:22:11","499.99","854032.9189999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-18 06:58:47","399.992","854432.9109999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-18 14:18:05","499.99","854932.9009999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-18 14:58:56","499.99","855432.8909999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-18 21:59:21","449.99100000000004","855882.8819999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-19 23:48:54","499.99","856382.8719999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 05:25:27","499.99","856882.8619999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 07:24:09","499.99","857382.8519999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 12:58:02","499.99","857882.8419999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 13:14:20","499.99","858382.8319999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 15:00:52","399.992","858782.8239999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 15:25:40","449.99100000000004","859232.8149999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 15:53:21","449.99100000000004","859682.8059999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 16:13:27","499.99","860182.7959999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 16:22:30","499.99","860682.7859999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-20 18:47:10","449.99100000000004","861132.7769999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-21 01:21:33","499.99","861632.7669999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-21 09:10:45","499.99","862132.7569999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-21 16:13:14","449.99100000000004","862582.7479999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 00:56:09","499.99","863082.7379999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 01:34:53","499.99","863582.7279999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 03:36:11","499.99","864082.7179999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 06:02:11","499.99","864582.7079999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 13:58:48","499.99","865082.6979999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 17:39:46","449.99100000000004","865532.6889999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-22 18:32:12","399.992","865932.6809999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 01:03:37","499.99","866432.6709999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 02:28:31","449.99100000000004","866882.6619999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 06:06:20","449.99100000000004","867332.6529999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 07:55:55","499.99","867832.6429999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 18:23:33","399.992","868232.6349999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 19:33:07","449.99100000000004","868682.6259999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 20:43:05","499.99","869182.6159999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-23 22:32:09","499.99","869682.6059999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-24 04:33:33","499.99","870182.5959999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-24 05:04:22","499.99","870682.5859999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-25 01:26:53","499.99","871182.5759999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-25 06:06:43","499.99","871682.5659999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-25 06:36:49","499.99","872182.5559999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-25 14:45:15","399.992","872582.5479999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-25 21:28:00","449.99100000000004","873032.5389999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-25 23:43:22","499.99","873532.5289999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-26 03:40:27","499.99","874032.5189999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-26 04:33:15","449.99100000000004","874482.5099999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-26 06:17:34","499.99","874982.4999999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-26 06:47:25","499.99","875482.4899999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-26 15:20:46","499.99","875982.4799999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-26 20:40:22","449.99100000000004","876432.4709999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-27 03:43:39","499.99","876932.4609999933","Lemon 2013"
"Lemon","2013","scooter","2016-03-27 13:00:53","499.99","877432.4509999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-27 20:41:30","499.99","877932.4409999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-27 21:41:25","499.99","878432.4309999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-27 23:33:35","499.99","878932.4209999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-28 04:27:17","499.99","879432.4109999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-28 08:35:36","499.99","879932.4009999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-28 10:42:25","499.99","880432.3909999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-28 10:52:57","499.99","880932.3809999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-28 15:37:02","499.99","881432.3709999932","Lemon 2013"
"Lemon","2013","scooter","2016-03-29 04:13:25","399.992","881832.3629999931","Lemon 2013"
"Lemon","2013","scooter","2016-03-30 03:39:19","499.99","882332.3529999931","Lemon 2013"
"Lemon","2013","scooter","2016-03-30 16:16:15","499.99","882832.3429999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-01 09:48:25","499.99","883332.3329999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-01 12:25:15","499.99","883832.3229999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-01 15:02:28","399.992","884232.3149999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-02 04:57:28","499.99","884732.3049999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-02 08:29:33","449.99100000000004","885182.2959999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-02 10:52:50","449.99100000000004","885632.2869999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-02 13:19:11","499.99","886132.2769999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-02 20:25:19","499.99","886632.2669999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-02 21:47:12","499.99","887132.2569999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 05:39:42","399.992","887532.2489999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 05:42:45","499.99","888032.2389999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 08:25:41","499.99","888532.2289999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 09:51:59","399.992","888932.220999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 10:05:07","499.99","889432.210999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 16:20:57","449.99100000000004","889882.2019999931","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 17:52:05","499.99","890382.191999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-03 18:53:16","399.992","890782.183999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-04 06:03:51","499.99","891282.173999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-04 09:30:55","499.99","891782.163999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-04 16:03:33","499.99","892282.153999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-04 17:56:53","399.992","892682.145999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-04 18:25:54","499.99","893182.135999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-05 10:00:10","499.99","893682.125999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 01:40:36","499.99","894182.1159999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 06:19:19","499.99","894682.1059999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 06:45:49","499.99","895182.0959999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 06:57:10","499.99","895682.0859999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 07:42:24","499.99","896182.0759999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 08:20:58","499.99","896682.0659999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-06 20:04:51","399.992","897082.0579999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-07 00:29:30","499.99","897582.0479999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-07 05:25:19","449.99100000000004","898032.0389999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-07 11:11:06","449.99100000000004","898482.0299999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-07 18:16:32","449.99100000000004","898932.020999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-07 21:39:18","499.99","899432.010999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-08 06:30:23","499.99","899932.000999993","Lemon 2013"
"Lemon","2013","scooter","2016-04-08 09:15:43","499.99","900431.9909999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-08 22:35:47","499.99","900931.9809999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-09 07:50:24","499.99","901431.9709999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-09 13:12:46","499.99","901931.9609999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-09 17:45:22","499.99","902431.9509999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-10 08:00:58","449.99100000000004","902881.9419999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-10 08:01:05","499.99","903381.9319999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-10 17:48:36","499.99","903881.9219999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-10 23:08:51","499.99","904381.9119999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-10 23:24:15","499.99","904881.9019999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-11 04:08:23","499.99","905381.8919999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-11 08:47:15","499.99","905881.8819999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-11 14:13:12","399.992","906281.8739999929","Lemon 2013"
"Lemon","2013","scooter","2016-04-11 19:34:56","499.99","906781.8639999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-11 23:21:27","499.99","907281.8539999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-12 01:04:58","499.99","907781.8439999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-12 20:04:23","499.99","908281.8339999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-13 05:50:49","499.99","908781.8239999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-13 15:41:34","499.99","909281.8139999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-13 16:54:18","499.99","909781.8039999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-13 23:16:57","449.99100000000004","910231.7949999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 00:08:51","499.99","910731.7849999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 04:10:24","499.99","911231.7749999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 07:09:29","399.992","911631.7669999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 09:58:37","449.99100000000004","912081.7579999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 15:31:11","499.99","912581.7479999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 15:58:07","499.99","913081.7379999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 17:30:39","399.992","913481.7299999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-14 23:50:35","499.99","913981.7199999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-15 04:07:04","399.992","914381.7119999927","Lemon 2013"
"Lemon","2013","scooter","2016-04-15 04:25:11","449.99100000000004","914831.7029999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-15 05:15:48","499.99","915331.6929999928","Lemon 2013"
"Lemon","2013","scooter","2016-04-15 12:57:06","399.992","915731.6849999927","Lemon 2013"
"Lemon","2013","scooter","2016-04-15 14:06:21","499.99","916231.6749999927","Lemon 2013"
